"ANTHRO345A","H&S"
"ANTHRO346","H&S"
"ANTHRO346A","H&S"
"ANTHRO347","H&S"
"ANTHRO348","H&S"
"ANTHRO348A","H&S"
"ANTHRO348B","H&S"
"ANTHRO349","H&S"
"ANTHRO349A","H&S"
"ANTHRO350A","H&S"
"ANTHRO351","H&S"
"ANTHRO352","H&S"
"ANTHRO353","H&S"
"ANTHRO355","H&S"
"ANTHRO356","H&S"
"ANTHRO356A","H&S"
"ANTHRO357","H&S"
"ANTHRO358","H&S"
"ANTHRO359","H&S"
"ANTHRO360","H&S"
"ANTHRO360A","H&S"
"ANTHRO361","H&S"
"ANTHRO362","H&S"
"ANTHRO362A","H&S"
"ANTHRO363","H&S"
"ANTHRO363A","H&S"
"ANTHRO364","H&S"
"ANTHRO364A","H&S"
"ANTHRO365","H&S"
"ANTHRO366","H&S"
"ANTHRO366W","H&S"
"ANTHRO367","H&S"
"ANTHRO367B","H&S"
"ANTHRO368","H&S"
"ANTHRO369","H&S"
"ANTHRO370","H&S"
