"coursename","strm","enrollment"
"CME212","1184","113"
"CME291","1184","3"
"CME400","1184","42"
"AA115N","1184","17"
"HISTORY106B","1184","14"
"EDUC288","1184","23"
"EDUC329","1184","17"
"CSRE199","1184","11"
"HISTORY140","1184","16"
"HISTORY392D","1184","24"
"BIOC801","1184","1"
"CBIO801","1184","10"
"MCP801","1184","1"
"ENGLISH154E","1184","29"
"ANTHRO277","1184","48"
"AMELANG140B","1184","3"
"CEE31","1184","14"
"OIT333","1184","7"
"POLISCI411B","1184","10"
"POLISCI440D","1184","21"
"ARTHIST296","1184","13"
"PSYC111Q","1184","15"
"MED161B","1184","11"
"SPEC201","1184","21"
"SPEC801","1184","7"
"ARTSTUDI178","1184","18"
"INDE205","1184","94"
"INDE223","1184","95"
"SPECLANG218B","1184","3"
"ANES370","1184","4"
"ENGLISH91","1184","68"
"MED370","1184","18"
"DERM370","1184","10"
"RADO370","1184","4"
"NSUR370","1184","8"
"PSYC370","1184","2"
"DBIO370","1184","1"
"PATH370","1184","1"
"RAD370","1184","3"
"SURG370","1184","16"
"ORTHO370","1184","4"
"PEDS370","1184","5"
"SLAVLANG55","1184","3"
"MATSCI399","1184","6"
"SOC257","1184","19"
"OPHT370","1184","3"
"OBGYN370","1184","4"
"OTOHNS370","1184","3"
"ESS259","1184","14"
"SOC224B","1184","30"
"MED313A","1184","25"
"EARTHSYS297","1184","23"
"CBIO101","1184","26"
"OTOHNS399","1184","2"
"PSYC328B","1184","1"
"CME390","1184","2"
"CME802","1184","16"
"CEE199B","1184","5"
"PE68","1184","4"
"GS190","1184","1"
"GS103","1184","3"
"COMM290","1184","18"
"ITALLANG1A","1184","7"
"ITALLANG2A","1184","8"
"EDUC263G","1184","22"
"ENGLISH190F","1184","10"
"CHEMENG183","1184","31"
"EFSLANG690C","1184","11"
"EFSLANG698C","1184","5"
"EDUC246G","1184","22"
"PSYCH102","1184","181"
"EE218","1184","28"
"EDUC98","1184","214"
"OTOHNS199","1184","4"
"MS&E347","1184","27"
"EFSLANG197","1184","1"
"BIOE301B","1184","29"
"CEE124","1184","1"
"PHIL385B","1184","5"
"HUMBIO128","1184","125"
"ANTHRO307","1184","8"
"OSPFLOR48","1184","24"
"FILMSTUD100B","1184","19"
"OSPBER17","1184","10"
"HRP370","1184","4"
"CBIO260","1184","1"
"BIOPHYS227","1184","1"
"INDE297","1184","31"
"MUSIC72G","1184","28"
"SPECLANG129B","1184","2"
"CLASSICS34","1184","195"
"ATHLETIC36","1184","9"
"BIOE191","1184","46"
"EDUC193S","1184","13"
"SOC202","1184","18"
"ORTHO270","1184","20"
"BIO267","1184","20"
"CME300","1184","12"
"ARTHIST297","1184","1"
"CTS370","1184","2"
"MED223","1184","7"
"MCP370","1184","1"
"CEE224A","1184","6"
"SLAVLANG60G","1184","1"
"HRP208","1184","20"
"ANES215","1184","15"
"PEDS214","1184","34"
"ME297","1184","26"
"ME298","1184","68"
"MUSIC4SI","1184","36"
"ME377","1184","38"
"COMM308","1184","6"
"EMED111B","1184","24"
"PSYC135","1184","253"
"GS209","1184","1"
"FRENLANG60P","1184","37"
"EARTH191","1184","7"
"NBIO198","1184","3"
"STRAMGT366","1184","117"
"EE124","1184","36"
"CBIO399","1184","52"
"HUMBIO86Q","1184","14"
"SPECLANG224B","1184","3"
"GEOPHYS288B","1184","8"
"SYMSYS801","1184","1"
"EFSLANG697","1184","20"
"EDUC325B","1184","30"
"JAPAN235","1184","5"
"AMELANG145B","1184","1"
"AMELANG146B","1184","1"
"MATSCI143","1184","9"
"KORLANG141","1184","1"
"CHEMENG514","1184","1"
"ENGR50M","1184","27"
"SOC385B","1184","12"
"PORTLANG102","1184","3"
"BIOE224","1184","15"
"ITALLANG20","1184","13"
"BIOMEDIN217","1184","23"
"TIBETLNG2","1184","2"
"TIBETLNG395","1184","1"
"LATINAM200","1184","5"
"ITALLANG22A","1184","5"
"ITALLANG21A","1184","8"
"IMMUNOL399","1184","43"
"CEE227","1184","26"
"PHIL322","1184","7"
"ENGLISH183E","1184","12"
"CLASSICS16N","1184","19"
"ANES202","1184","23"
"EE21N","1184","14"
"CSRE198","1184","4"
"CME364A","1184","345"
"FEMGEN188Q","1184","14"
"HISTORY152","1184","28"
"HUMBIO173","1184","80"
"POLISCI329","1184","3"
"ECON239D","1184","12"
"POLISCI349","1184","5"
"POLISCI339","1184","1"
"PSYC78N","1184","18"
"EDUC401B","1184","17"
"GSBGEN598","1184","25"
"EDUC339","1184","20"
"PEDS254","1184","13"
"AMELANG135B","1184","1"
"ECON220","1184","13"
"FEMGEN104A","1184","7"
"SOC180A","1184","40"
"EARTHSYS199","1184","3"
"OSPOXFRD45","1184","6"
"LINGUIST210B","1184","1"
"PE84","1184","57"
"FINANCE625","1184","7"
"ARTSTUDI252","1184","3"
"ENGR199W","1184","1"
"MS&E494","1184","68"
"PE7","1184","45"
"COMM277D","1184","32"
"PATH304A","1184","1"
"BIOMEDIN218","1184","9"
"PEDS150","1184","19"
"KIN2","1184","2"
"ENGR210","1184","62"
"IPS210","1184","10"
"PSYCH183","1184","8"
"PSYC290","1184","8"
"SPEC801L","1184","1"
"EDUC180S","1184","1"
"GSBGEN334","1184","41"
"ME238","1184","14"
"PE16","1184","40"
"BIOMEDIN273A","1184","81"
"AFRICAST199","1184","4"
"AFRICAST299","1184","2"
"OSPBER2Z","1184","3"
"COMM277C","1184","17"
"MUSIC160A","1184","22"
"PSYCH189","1184","3"
"EE293A","1184","59"
"SOC217B","1184","16"
"ENGLISH201","1184","24"
"ENGLISH191","1184","9"
"ENGLISH198L","1184","30"
"CHINA168","1184","13"
"PUBLPOL154","1184","26"
"CATLANG2A","1184","2"
"PHIL76","1184","102"
"CME510","1184","16"
"CHEMENG516","1184","12"
"CHEMENG517","1184","1"
"HISTORY209C","1184","46"
"AFRICAST300","1184","5"
"SOC341W","1184","17"
"HISTORY393","1184","3"
"CATLANG395","1184","4"
"PUBLPOL302B","1184","10"
"LINGUIST83N","1184","17"
"PUBLPOL309","1184","4"
"OSPBER70","1184","6"
"PHIL500","1184","2"
"ILAC131","1184","54"
"ME299A","1184","2"
"COMPMED110","1184","7"
"MS&E130","1184","56"
"ACCT313","1184","122"
"STEMREM202","1184","20"
"NENS67N","1184","19"
"COMPLIT122","1184","15"
"POLISCI344","1184","16"
"ECON166","1184","16"
"ACCT516","1184","26"
"GSBGEN356","1184","68"
"PHYSICS372","1184","12"
"SOC321W","1184","11"
"FINANCE204","1184","80"
"ME491","1184","4"
"HISTORY308A","1184","11"
"JAPANLNG31B","1184","6"
"CHINA365","1184","13"
"HUMBIO140","1184","25"
"BIOMEDIN370","1184","1"
"ANTHRO311G","1184","6"
"SPECLANG247B","1184","3"
"WELLNESS123","1184","47"
"PE17","1184","45"
"GS290","1184","3"
"CS106L","1184","153"
"PSYC136A","1184","4"
"OB581","1184","82"
"OSPMADRD12M","1184","30"
"OSPMADRD13M","1184","6"
"EDUC171","1184","29"
"SPEC801M","1184","2"
"SOC361W","1184","18"
"GSBGEN315","1184","60"
"OSPMADRD102M","1184","4"
"OSPMADRD14","1184","37"
"MLA101B","1184","15"
"FAMMED213","1184","7"
"RAD305A","1184","5"
"MLA398","1184","15"
"OSPMADRD72","1184","11"
"OSPMADRD60","1184","3"
"EMED112B","1184","3"
"CLASSICS6G","1184","8"
"EDUC126A","1184","32"
"INDE208C","1184","1"
"OSPMADRD15","1184","19"
"OPHT201","1184","2"
"ENGR281","1184","26"
"OSPMADRD45","1184","29"
"OSPMADRD42","1184","9"
"MUSIC390","1184","4"
"GERMAN131","1184","4"
"GS40N","1184","22"
"BIO178","1184","12"
"GS292","1184","1"
"POLECON683","1184","7"
"SOC378","1184","5"
"ORALCOMM105","1184","7"
"DANCE102","1184","21"
"GSBGEN565","1184","50"
"CHINLANG16M","1184","10"
"CS124","1184","430"
"CEE222A","1184","12"
"CS103","1184","346"
"EDUC267F","1184","22"
"EASTASN217","1184","11"
"EASTASN189K","1184","4"
"HISTORY209S","1184","7"
"STATS290","1184","103"
"HISTORY395F","1184","8"
"PUBLPOL310","1184","5"
"PSYCH206","1184","10"
"PHIL120","1184","12"
"CEE134B","1184","10"
"PSYCH147","1184","15"
"ENGLISH191T","1184","5"
"ILAC241","1184","14"
"HISTORY54N","1184","18"
"CHEMENG191H","1184","2"
"ARTSTUDI148A","1184","13"
"FILMSTUD297","1184","1"
"GENE274A","1184","15"
"GENE276","1184","21"
"GENE278","1184","1"
"GENE280","1184","3"
"CHPR281","1184","3"
"GENE283","1184","10"
"GENE284","1184","25"
"GENE285B","1184","11"
"GENE286","1184","10"
"ME421","1184","57"
"NSUR70Q","1184","6"
"CEE202","1184","7"
"GENE282A","1184","11"
"PSYCH246","1184","3"
"HUMBIO143","1184","9"
"FINANCE341","1184","51"
"ENGLISH233","1184","21"
"ECON251","1184","9"
"ENGLISH334B","1184","13"
"ARTSTUDI275","1184","13"
"ENGLISH398W","1184","13"
"MATH131P","1184","24"
"ME470","1184","24"
"MED160","1184","56"
"FINANCE201","1184","234"
"OSPPARIS24","1184","17"
"ESS301","1184","11"
"ESS801","1184","1"
"ESS802","1184","14"
"ESS400","1184","34"
"EDUC347","1184","17"
"ME206A","1184","33"
"HRP391","1184","27"
"SOC361","1184","3"
"AMELANG141C","1184","1"
"SPECLANG250A","1184","2"
"POLISCI359","1184","3"
"CS210A","1184","132"
"PEDS106","1184","30"
"EDUC210","1184","13"
"POLISCI433","1184","6"
"ORTHO201","1184","32"
"SIW129","1184","7"
"GSBGEN515","1184","176"
"BIOMEDIN219","1184","9"
"NENS204","1184","56"
"PUBLPOL135","1184","11"
"CS402","1184","28"
"EE290D","1184","2"
"GS1","1184","183"
"OTOHNS200","1184","5"
"ARTSTUDI254","1184","14"
"MUSIC155","1184","19"
"MED255C","1184","26"
"CHEMENG518","1184","7"
"LAW7815","1184","36"
"LAW7821","1184","80"
"LAW7827","1184","19"
"LAW920","1184","10"
"LAW902A","1184","6"
"LAW902B","1184","6"
"LAW902C","1184","6"
"LAW902","1184","5"
"LAW1009","1184","42"
"LAW8001","1184","19"
"LAW906A","1184","6"
"LAW906B","1184","6"
"LAW906C","1184","6"
"LAW400","1184","15"
"LAW908A","1184","12"
"LAW908B","1184","12"
"LAW908C","1184","12"
"LAW908","1184","2"
"LAW2402","1184","103"
"LAW910","1184","3"
"LAW4007","1184","13"
"LAW4010","1184","26"
"LAW7048","1184","37"
"LAW8013","1184","13"
"LAW922","1184","3"
"LAW882","1184","5"
"LAW883","1184","3"
"LAW884","1184","2"
"LAW403","1184","1"
"LAW4022","1184","36"
"LAW7012","1184","52"
"LAW1039","1184","12"
"LAW1017","1184","30"
"LAW5005","1184","23"
"LAW910A","1184","10"
"LAW910B","1184","10"
"LAW910C","1184","10"
"LAW5009","1184","11"
"LAW7059","1184","21"
"LAW7507","1184","19"
"LAW3507","1184","10"
"LAW6001","1184","70"
"LAW5801","1184","17"
"LAW7511","1184","9"
"LAW922A","1184","8"
"LAW922B","1184","8"
"LAW922C","1184","8"
"OSPOXFRD57","1184","4"
"HISTORY306D","1184","4"
"LAW802","1184","19"
"LAW7824","1184","9"
"LAW7803","1184","14"
"LAW1027","1184","63"
"LAW2504","1184","41"
"LAW1021","1184","13"
"LAW3504","1184","29"
"LAW1028","1184","31"
"LAW7508","1184","27"
"LAW5102","1184","5"
"HISTORY94B","1184","4"
"HISTORY45B","1184","10"
"LAW7808","1184","6"
"HISTORY20A","1184","5"
"HISTORY39","1184","23"
"HISTORY40","1184","30"
"HISTORY50B","1184","33"
"EALC198","1184","4"
"FILMSTUD406","1184","5"
"LAW881","1184","8"
"OSPCPTWN38","1184","14"
"MS&E178","1184","69"
"HUMBIO167","1184","39"
"LAW203","1184","180"
"CHINA70N","1184","18"
"LAW217","1184","182"
"STRAMGT543","1184","117"
"FINANCE587","1184","104"
"TAPS39","1184","12"
"LAW8012","1184","13"
"HISTORY306K","1184","3"
"TAPS122P","1184","15"
"OSPFLOR31F","1184","2"
"LAW3001","1184","13"
"SURG70Q","1184","9"
"ACCT340","1184","122"
"ME311","1184","14"
"MATH173","1184","26"
"CEE241B","1184","17"
"ENERGY160","1184","22"
"ANTHRO166","1184","25"
"ENVRES315","1184","6"
"ENVRES290","1184","10"
"ARTSTUDI230","1184","14"
"OSPCPTWN18","1184","12"
"OIT384","1184","16"
"OSPFLOR69","1184","4"
"MS&E390","1184","10"
"OSPPARIS14","1184","2"
"OSPPARIS10A","1184","2"
"OSPPARIS19","1184","1"
"ME378","1184","26"
"PWR1DH","1184","30"
"PWR2WG","1184","15"
"PWR2AH","1184","35"
"PWR2CR","1184","15"
"PUBLPOL311","1184","21"
"AFRICAAM200Y","1184","5"
"AA200","1184","63"
"IPS264","1184","18"
"LAWGEN209Q","1184","5"
"HRP263","1184","22"
"ENERGY291","1184","56"
"POLISCI422F","1184","1"
"LAW2018","1184","37"
"PWR2CA","1184","15"
"PWR1PB","1184","32"
"PWR2KM","1184","15"
"LAW912A","1184","8"
"LAW912B","1184","8"
"LAW912C","1184","8"
"LAW224A","1184","180"
"SPECLANG252B","1184","1"
"LAW7820","1184","39"
"IMMUNOL199","1184","5"
"PEDS65N","1184","18"
"CSB242","1184","4"
"POLISCI214R","1184","25"
"PSYC225","1184","21"
"IMMUNOL209","1184","20"
"LAW1010","1184","7"
"MATSCI331","1184","51"
"EDUC211","1184","33"
"MUSIC174J","1184","9"
"ME104B","1184","108"
"CEE133F","1184","3"
"EDUC371","1184","18"
"ECON237","1184","14"
"ENGLISH161","1184","38"
"MATSCI382","1184","96"
"SOC350W","1184","7"
"CHINA369","1184","12"
"JAPAN163","1184","3"
"LAW912","1184","3"
"ENGLISH190T","1184","17"
"ILAC371","1184","8"
"POLISCI25N","1184","17"
"BIO3N","1184","20"
"CHEMENG25E","1184","45"
"OSPCPTWN16","1184","22"
"ANTHRO130D","1184","33"
"OSPPARIS54","1184","9"
"ANTHRO92B","1184","3"
"IPS298","1184","1"
"PSYC71N","1184","2"
"EDUC140","1184","15"
"ANTHRO373","1184","9"
"CHINA379","1184","14"
"RELIGST11N","1184","14"
"FILMPROD103","1184","17"
"CHINLANG212B","1184","6"
"FRENLANG21C","1184","23"
"GEOPHYS196","1184","1"
"CS181W","1184","127"
"CS194W","1184","67"
"MGTECON343","1184","73"
"CHEM31BC","1184","24"
"LAW2406","1184","14"
"CEE285B","1184","38"
"ITALIAN155","1184","38"
"ME216B","1184","37"
"SYMSYS280","1184","14"
"CEE155","1184","3"
"EDUC360","1184","11"
"CHEMENG519","1184","9"
"CME102A","1184","20"
"MATH283A","1184","10"
"CME100A","1184","21"
"CHEMENG520","1184","6"
"PHIL801","1184","3"
"RELIGST385","1184","1"
"PHIL1","1184","246"
"ENGR245","1184","39"
"REES200","1184","7"
"PHYSICS241","1184","240"
"PHYSICS42","1184","402"
"EDUC100B","1184","30"
"COMPLIT51Q","1184","16"
"PE71","1184","29"
"LAW5002","1184","31"
"LAW7026","1184","41"
"LAW5014","1184","22"
"LAW7502","1184","26"
"LAW3005","1184","11"
"BIO196B","1184","11"
"BIO299","1184","17"
"DLCL311","1184","12"
"BIOE123","1184","76"
"LAW7032","1184","15"
"LAW3006","1184","10"
"OSPPARIS36","1184","1"
"LAW6004","1184","81"
"PWR2GAW","1184","32"
"COMM171","1184","20"
"INDE230","1184","2"
"OSPCPTWN43","1184","10"
"COMPLIT248B","1184","1"
"ME492","1184","25"
"EARTH310","1184","7"
"LAW1035","1184","34"
"IPS246","1184","18"
"IPS209A","1184","4"
"GSBGEN551","1184","63"
"SPECLANG131B","1184","1"
"PUBLPOL298","1184","1"
"CEE374W","1184","1"
"ENERGY201","1184","7"
"DDRL190","1184","13"
"URBANST100A","1184","1"
"EARTHSYS288","1184","40"
"CEE277X","1184","23"
"OSPPARIS11","1184","4"
"OSPPARIS12","1184","9"
"MED130","1184","45"
"SYMSYS296","1184","2"
"ACCT615","1184","5"
"DLCL222","1184","2"
"DLCL224","1184","2"
"SLAVLANG394","1184","1"
"WELLNESS131","1184","37"
"CS1U","1184","100"
"CSRE14N","1184","17"
"EDUC334A","1184","3"
"EDUC334B","1184","3"
"EDUC334C","1184","3"
"LAW904","1184","1"
"EASTASN300","1184","1"
"PWR2KSB","1184","32"
"HISTORY306","1184","5"
"HISTORY85B","1184","8"
"ECON149","1184","40"
"MS&E146","1184","33"
"BIO30","1184","111"
"BIOMEDIN290","1184","5"
"OB331","1184","70"
"DANCE131","1184","48"
"PWR1CK","1184","15"
"PWR2EE","1184","31"
"PWR2ST","1184","30"
"CHINLANG42","1184","10"
"GSBGEN363","1184","78"
"SYMSYS299","1184","3"
"GSBGEN336","1184","39"
"ANTHRO27N","1184","15"
"GERLANG250","1184","10"
"ANTHRO376","1184","3"
"ANTHRO30Q","1184","16"
"PHIL301","1184","4"
"JAPANLNG114F","1184","5"
"ME277","1184","22"
"ECON10","1184","11"
"CEE32A","1184","27"
"LAW3510","1184","55"
"ASNAMST144","1184","24"
"STATS303","1184","9"
"EARTHSYS210B","1184","15"
"MGTECON628","1184","4"
"STEMREM399","1184","32"
"STEMREM802","1184","11"
"ME287","1184","52"
"OSPMADRD74","1184","12"
"CEE32B","1184","11"
"BIOE141B","1184","54"
"BIO199W","1184","25"
"BIO197WA","1184","1"
"ANTHRO154","1184","84"
"PHYSICS41A","1184","188"
"PSYCH170","1184","31"
"SPECLANG175B","1184","3"
"OSPPARIS10B","1184","1"
"STRAMGT110Q","1184","20"
"OSPBER50M","1184","2"
"OSPFLOR50M","1184","6"
"ESS208","1184","17"
"UAR56","1184","204"
"ME331A","1184","44"
"INDE208D","1184","1"
"BIOMEDIN224","1184","24"
"COMPLIT249B","1184","43"
"GERLANG23C","1184","7"
"HISTORY224C","1184","30"
"PEDS223","1184","16"
"ORTHO220","1184","21"
"ECON335","1184","4"
"BIO7N","1184","19"
"CS499P","1184","78"
"ESS212","1184","4"
"MS&E489","1184","20"
"BIOE191X","1184","5"
"STEMREM199","1184","8"
"CEE269B","1184","33"
"ANTHRO176","1184","37"
"LAW1038","1184","15"
"EDUC192A","1184","57"
"PUBLPOL364","1184","44"
"COMM135","1184","44"
"IMMUNOL206","1184","11"
"ME327","1184","54"
"MED184","1184","8"
"ENGLISH151F","1184","18"
"HISTORY10N","1184","17"
"CHEMENG162","1184","17"
"THINK15","1184","211"
"THINK19","1184","177"
"ME340","1184","13"
"APPPHYS204","1184","28"
"APPPHYS325","1184","5"
"BIO226","1184","65"
"MUSIC324","1184","6"
"COMPMED89Q","1184","17"
"BIOC360","1184","6"
"PSYCH209","1184","22"
"LINGUIST197A","1184","7"
"LAW7801","1184","22"
"LAW1024","1184","24"
"STEMREM203","1184","1"
"STEMREM250","1184","27"
"LAW1037","1184","7"
"STEMREM280","1184","8"
"STEMREM299","1184","2"
"LAWGEN105Q","1184","14"
"STEMREM801","1184","1"
"ARABLANG1A","1184","1"
"ARABLANG2A","1184","9"
"ARABLANG22A","1184","2"
"DLCL189B","1184","11"
"CLASSICS19N","1184","16"
"ARABLANG21A","1184","2"
"LAW918A","1184","8"
"LAW918B","1184","8"
"LAW918C","1184","8"
"ACCT523","1184","36"
"POLECON584","1184","131"
"ARABLANG395","1184","12"
"CS316","1184","55"
"EDUC399A","1184","20"
"EDUC209B","1184","32"
"SURG72Q","1184","14"
"GERMAN116","1184","2"
"BIOS205","1184","36"
"SLAVIC340","1184","9"
"LAW4017","1184","18"
"PEDS226","1184","11"
"BIOS201","1184","35"
"POLISCI233F","1184","43"
"GSBGEN314","1184","22"
"OIT367","1184","95"
"ARTSTUDI278","1184","13"
"SLAVIC388","1184","4"
"ARCHLGY119","1184","3"
"SLAVIC199","1184","1"
"SLAVIC399","1184","5"
"SLAVIC802","1184","7"
"STS1","1184","431"
"IPS209","1184","15"
"FRENCH199","1184","2"
"FRENCH399","1184","6"
"UAR42B","1184","103"
"FRENCH802","1184","5"
"GERMAN199","1184","1"
"ITALIAN802","1184","1"
"GERMAN399","1184","2"
"GERMAN802","1184","4"
"PHIL167D","1184","25"
"HISTORY256G","1184","31"
"EE191W","1184","2"
"INTNLREL173","1184","24"
"ME373","1184","14"
"EDUC404","1184","11"
"OSPMADRD48","1184","10"
"PUBLPOL303D","1184","15"
"STRAMGT321","1184","34"
"ROTCARMY142","1184","2"
"ROTCARMY1","1184","2"
"CSRE55M","1184","8"
"ROTCAF11","1184","1"
"ROTCNAVY1","1184","2"
"ROTCAF1","1184","1"
"AFRICAST195","1184","55"
"AFRICAAM195","1184","1"
"ROTCNAVY12","1184","1"
"ROTCNAVY142","1184","1"
"ROTCNAVY132","1184","2"
"ROTCNAVY22","1184","1"
"CME192","1184","66"
"LAW681J","1184","8"
"FINANCE121","1184","11"
"CME193","1184","167"
"BIO287","1184","6"
"GENE205","1184","49"
"LINGUIST195A","1184","2"
"INDE217","1184","36"
"HUMBIO26","1184","55"
"OSPOXFRD195S","1184","1"
"OSPOXFRD197S","1184","1"
"FRENCH205","1184","14"
"ITALIAN235E","1184","27"
"EARTHSYS185","1184","44"
"EDUC118S","1184","67"
"ENGR40A","1184","297"
"ARABLANG127","1184","6"
"URBANST173","1184","7"
"COMPLIT252A","1184","15"
"CEE263S","1184","30"
"ARTSTUDI342A","1184","10"
"ARTSTUDI342B","1184","10"
"ARTHIST160N","1184","17"
"MUSIC160C","1184","7"
"ENGLISH167H","1184","122"
"ENGLISH195B","1184","6"
"GERMAN397","1184","6"
"LAW918","1184","2"
"CEE299L","1184","4"
"EARTHSYS197","1184","1"
"LAW411","1184","4"
"ECON1","1184","273"
"PWR1KT","1184","15"
"PWR2CL","1184","16"
"PUBLPOL315","1184","1"
"ENGLISH9CE","1184","93"
"TAPS167","1184","60"
"EE292C","1184","36"
"STRAMGT512","1184","30"
"HISTORY1B","1184","31"
"MS&E284","1184","40"
"EMED224","1184","66"
"EMED226","1184","10"
"EDUC437","1184","2"
"GEOPHYS235","1184","13"
"ITALIC92","1184","87"
"ESS135","1184","3"
"COMPLIT145B","1184","30"
"DLCL300","1184","14"
"MUSIC305B","1184","4"
"EMED110","1184","108"
"MS&E263","1184","56"
"TAPS156","1184","33"
"PUBLPOL308","1184","9"
"PHIL107B","1184","24"
"ECON178","1184","96"
"ITALIC95W","1184","13"
"FEMGEN199B","1184","6"
"FINANCE332","1184","36"
"PWR99B","1184","15"
"OB336","1184","39"
"PWR2KDA","1184","15"
"FEMGEN299","1184","3"
"EDUC215","1184","13"
"BIOE377","1184","24"
"ARTSTUDI174B","1184","22"
"ARTSTUDI173E","1184","24"
"FILMPROD106","1184","41"
"INTNLREL200C","1184","11"
"GS287","1184","9"
"PEDS202B","1184","9"
"LAW914A","1184","7"
"LAW914B","1184","7"
"LAW914C","1184","7"
"ARCHLGY81","1184","9"
"ANTHRO381","1184","5"
"ARCHLGY126","1184","5"
"OSPPARIS41E","1184","2"
"OSPPARIS44E","1184","2"
"ENVRES240","1184","28"
"LAW4015","1184","26"
"CSRE108S","1184","18"
"CEE174B","1184","8"
"BIOS225","1184","15"
"STATS216","1184","163"
"EMED210A","1184","1"
"ARTSINST200B","1184","15"
"PSYCH292","1184","1"
"CEE272T","1184","17"
"TAPS127","1184","17"
"CEE275K","1184","26"
"DLCL152A","1184","21"
"AFRICAAM31","1184","19"
"WELLNESS130","1184","50"
"CHEMENG399","1184","17"
"EDUC350","1184","7"
"CEE220B","1184","34"
"HUMBIO175L","1184","50"
"GEOPHYS385N","1184","2"
"CEE120S","1184","4"
"CME371","1184","63"
"OSPPARIS198A","1184","1"
"BIOE227","1184","4"
"MED50N","1184","16"
"HUMBIO88","1184","37"
"OSPFLOR1F","1184","13"
"OSPFLOR1A","1184","12"
"OSPFLOR2A","1184","3"
"OSPFLOR2F","1184","9"
"ENERGY275","1184","2"
"TAPS336","1184","2"
"EDUC445","1184","26"
"EDUC155","1184","208"
"SOC325W","1184","7"
"CS246H","1184","213"
"EE308","1184","14"
"EASTASN297","1184","70"
"STATS362","1184","44"
"BIOE122","1184","221"
"EDUC421","1184","11"
"EDUC425","1184","2"
"GSBGEN324","1184","51"
"SPANLANG13SL","1184","12"
"INTNLREL182","1184","18"
"ARTSTUDI171","1184","115"
"HUMBIO113S","1184","23"
"MUSIC161E","1184","10"
"PE21","1184","36"
"EARTHSYS128","1184","15"
"PHYSICS295","1184","24"
"MUSIC124A","1184","66"
"HISTORY63N","1184","16"
"HISTORY90","1184","12"
"ENGLISH48N","1184","23"
"PE80","1184","51"
"HISTORY293A","1184","7"
"HISTORY240","1184","8"
"INTNLREL60Q","1184","10"
"WELLNESS115","1184","11"
"MUSIC320B","1184","17"
"SOMGEN227","1184","13"
"ENGLISH9CT","1184","23"
"LAW7830","1184","2"
"PWR1RL","1184","16"
"GEOPHYS385W","1184","3"
"BIOMEDIN208","1184","9"
"MUSIC184C","1184","4"
"KOREA101N","1184","19"
"GENE287","1184","3"
"BIO115","1184","41"
"PSYCH175","1184","17"
"RELIGST26","1184","20"
"MUSIC160Z","1184","10"
"LAW7058","1184","18"
"CS190","1184","22"
"LAW1005","1184","30"
"POLISCI110G","1184","64"
"LAW7503","1184","33"
"AFRICAAM226","1184","70"
"POLISCI153","1184","39"
"PE14","1184","29"
"COMM274D","1184","13"
"MUSIC160AZ","1184","17"
"MUSIC160CZ","1184","4"
"MUSIC12AZ","1184","4"
"MUSIC12BZ","1184","2"
"MUSIC12CZ","1184","2"
"MUSIC65AZ","1184","5"
"MUSIC72AZ","1184","4"
"MUSIC72DZ","1184","4"
"MUSIC73Z","1184","4"
"MUSIC74CZ","1184","3"
"COMM113","1184","21"
"MUSIC159Z","1184","5"
"MUSIC161AZ","1184","11"
"MUSIC162Z","1184","2"
"MUSIC163Z","1184","2"
"MUSIC165Z","1184","4"
"MUSIC167Z","1184","5"
"MUSIC169Z","1184","1"
"MUSIC179Z","1184","25"
"MUSIC171Z","1184","20"
"MUSIC161EZ","1184","1"
"MUSIC175H","1184","3"
"MUSIC275H","1184","1"
"MUSIC176E","1184","1"
"COMM289P","1184","2"
"EE253","1184","50"
"ANTHRO34","1184","17"
"ME302B","1184","31"
"LAW3508","1184","11"
"WELLNESS113","1184","41"
"HUMBIO146","1184","177"
"WELLNESS152","1184","39"
"WELLNESS116","1184","38"
"HUMBIO89","1184","43"
"MS&E246","1184","81"
"WELLNESS193","1184","3"
"STRAMGT545","1184","56"
"GSBGEN552","1184","214"
"OSPFLOR19","1184","40"
"POLISCI356A","1184","44"
"EDUC177B","1184","18"
