"coursename","strm","enrollment"
"SPECLANG172A","1092","2"
"SPECLANG173A","1092","4"
"SPECLANG174A","1092","5"
"SPECLANG178A","1092","36"
"SPECLANG179A","1092","5"
"SPECLANG186A","1092","2"
"SPECLANG198Q","1092","26"
"SPECLANG297","1092","10"
"AMELANG184A","1092","4"
"AMELANG297","1092","16"
"SLAVGEN77Q","1092","11"
"SLAVGEN145","1092","13"
"SLAVLANG1","1092","23"
"SLAVLANG51","1092","9"
"SLAVLANG99","1092","1"
"SLAVLANG111","1092","9"
"SLAVLANG177","1092","5"
"SLAVLANG181","1092","8"
"SLAVLIT200A","1092","4"
"SLAVLIT299","1092","1"
"SLAVLIT802","1092","2"
"REES200","1092","8"
"SPANLANG1","1092","162"
"SPANLANG1A","1092","116"
"SPANLANG2","1092","59"
"SPANLANG3","1092","83"
"SPANLANG10","1092","50"
"SPANLANG21B","1092","22"
"SPANLANG11C","1092","73"
"SPANLANG11R","1092","58"
"SPANLANG12C","1092","32"
"SPANLANG13C","1092","39"
"SPANLANG15","1092","76"
"SPANLANG131M","1092","6"
"SPANLANG100","1092","39"
"SPANLANG102","1092","24"
"HRP280","1092","42"
"SPANLIT193","1092","28"
"SPANLIT199","1092","2"
"SPANLIT225E","1092","5"
"SPANLIT299","1092","1"
"SPANLIT802","1092","6"
"LINGUIST1","1092","66"
"LINGUIST120","1092","52"
"LINGUIST140","1092","36"
"ANTHRO120","1092","11"
"LINGUIST199","1092","1"
"LINGUIST200","1092","16"
"LINGUIST210A","1092","5"
"LINGUIST222A","1092","10"
"LINGUIST251","1092","9"
"LINGUIST394","1092","6"
"LINGUIST397","1092","5"
"LINGUIST398","1092","11"
"LINGUIST399","1092","1"
"LINGUIST801","1092","1"
"LINGUIST802","1092","12"
"EFSLANG690A","1092","16"
"EFSLANG690B","1092","36"
"EFSLANG691","1092","37"
"EFSLANG692","1092","13"
"EFSLANG693A","1092","40"
"EFSLANG693B","1092","46"
"EFSLANG695A","1092","32"
"EFSLANG695B","1092","21"
"EFSLANG698A","1092","35"
"EFSLANG698B","1092","18"
"MUSIC12A","1092","43"
"MUSIC12B","1092","18"
"MUSIC12C","1092","21"
"MUSIC14N","1092","18"
"MUSIC37N","1092","16"
"MUSIC19","1092","66"
"MUSIC20A","1092","16"
"MUSIC21","1092","61"
"MUSIC23","1092","18"
"MUSIC40","1092","27"
"MUSIC65A","1092","53"
"MUSIC65B","1092","17"
"MUSIC72A","1092","17"
"MUSIC72B","1092","2"
"MUSIC72C","1092","2"
"MUSIC72D","1092","13"
"MUSIC73","1092","10"
"MUSIC74C","1092","48"
"MUSIC75B","1092","1"
"MUSIC76","1092","2"
"MUSIC77","1092","1"
"MUSIC122C","1092","16"
"MUSIC123","1092","5"
"MUSIC125","1092","5"
"MUSIC127","1092","5"
"MUSIC130A","1092","1"
"MUSIC157","1092","30"
"MUSIC159","1092","1"
"MUSIC160","1092","51"
"MUSIC161A","1092","31"
"MUSIC161B","1092","11"
"MUSIC162","1092","2"
"MUSIC163","1092","3"
"MUSIC165","1092","15"
"MUSIC167","1092","25"
"MUSIC169","1092","10"
"MUSIC170","1092","4"
"MUSIC171","1092","100"
"MUSIC172A","1092","75"
"MUSIC172B","1092","4"
"MUSIC172C","1092","5"
"MUSIC172D","1092","6"
"MUSIC173","1092","28"
"MUSIC174A","1092","18"
"MUSIC174B","1092","3"
"MUSIC174C","1092","10"
"MUSIC174D","1092","1"
"MUSIC174F","1092","4"
"MUSIC174G","1092","5"
"MUSIC175A","1092","7"
"MUSIC175B","1092","1"
"MUSIC175C","1092","6"
"MUSIC175D","1092","2"
"MUSIC175E","1092","1"
"MUSIC175F","1092","5"
"MUSIC176A","1092","3"
"MUSIC176B","1092","5"
"MUSIC176C","1092","1"
"MUSIC176D","1092","2"
"MUSIC177","1092","1"
"MUSIC192A","1092","33"
"MUSIC192C","1092","5"
"MUSIC198","1092","1"
"MUSIC199","1092","4"
"MUSIC200","1092","8"
"MUSIC220A","1092","38"
"MUSIC220D","1092","8"
"MUSIC230","1092","2"
"MUSIC231","1092","2"
"MUSIC250A","1092","26"
"MUSIC272A","1092","17"
"MUSIC272B","1092","2"
"MUSIC272C","1092","2"
"MUSIC273","1092","3"
"MUSIC274A","1092","23"
"MUSIC274C","1092","8"
"MUSIC274D","1092","1"
"MUSIC274G","1092","2"
"MUSIC275A","1092","12"
"MUSIC275F","1092","2"
"MUSIC276C","1092","2"
"MUSIC277","1092","2"
"MUSIC300B","1092","5"
"MUSIC301B","1092","8"
"MUSIC302","1092","6"
"MUSIC310","1092","6"
"MUSIC319","1092","1"
"MUSIC320","1092","18"
"MUSIC321","1092","1"
"MUSIC323","1092","5"
"MUSIC325","1092","14"
"MUSIC341","1092","2"
"MUSIC423","1092","12"
"MUSIC801","1092","3"
"MUSIC802","1092","11"
"PORTLANG1","1092","9"
"PORTLANG1A","1092","30"
"PORTLANG2A","1092","6"
"PORTLANG11A","1092","5"
"PORTLANG99","1092","1"
"PHIL10","1092","59"
"PHIL60","1092","32"
"PHIL80","1092","38"
"PHIL100","1092","42"
"PHIL150","1092","126"
"PHIL165","1092","19"
"PHIL167A","1092","24"
"PHIL170","1092","53"
"POLISCI136S","1092","380"
"PHIL143","1092","15"
"PHIL196","1092","8"
"PHIL197","1092","3"
"PHIL198","1092","9"
"PHIL239","1092","16"
"PHIL240","1092","11"
"PHIL381","1092","21"
"PHIL450","1092","12"
"PHIL802","1092","14"
"PHYSICS15","1092","98"
"PHYSICS19","1092","35"
"PHYSICS21","1092","335"
"PHYSICS22","1092","322"
"PHYSICS45","1092","621"
"PHYSICS46","1092","309"
"PHYSICS50","1092","44"
"PHYSICS59","1092","19"
"PHYSICS61","1092","139"
"PHYSICS70","1092","90"
"PHYSICS105","1092","66"
"PHYSICS130","1092","58"
"PHYSICS170","1092","33"
"PHYSICS190","1092","8"
"PHYSICS204A","1092","7"
"PHYSICS205","1092","4"
"PHYSICS210","1092","47"
"PHYSICS216","1092","48"
"PHYSICS230","1092","59"
"PHYSICS260","1092","13"
"PHYSICS290","1092","13"
"PHYSICS294","1092","20"
"PHYSICS330","1092","49"
"PHYSICS351","1092","14"
"PHYSICS370","1092","24"
"PHYSICS450","1092","14"
"PHYSICS490","1092","112"
"PHYSICS802","1092","61"
"POLISCI4","1092","145"
"POLISCI1","1092","389"
"POLISCI350A","1092","31"
"POLISCI215","1092","47"
"POLISCI124R","1092","45"
"POLISCI299A","1092","6"
"POLISCI299R","1092","5"
"POLISCI353A","1092","5"
"POLISCI249","1092","1"
"POLISCI310B","1092","8"
"POLISCI219","1092","1"
"POLISCI420A","1092","8"
"POLISCI229","1092","4"
"POLISCI400","1092","1"
"POLISCI440A","1092","15"
"POLISCI802","1092","23"
"PSYCH1","1092","392"
"STATS60","1092","644"
"BIO20","1092","213"
"PSYCH30","1092","109"
"PSYCH60","1092","135"
"PSYCH60A","1092","41"
"PSYCH90","1092","72"
"PSYCH110","1092","10"
"PSYCH131","1092","67"
"PSYCH141","1092","83"
"PSYCH171","1092","1"
"PSYCH194","1092","6"
"PSYCH195","1092","48"
"PSYCH196","1092","7"
"PSYCH197","1092","14"
"PSYCH207","1092","14"
"PSYCH252","1092","66"
"PSYCH258","1092","8"
"PSYCH269","1092","6"
"PSYCH275","1092","57"
"PSYCH281","1092","19"
"PSYCH297","1092","2"
"PSYCH802","1092","27"
"MTL395","1092","1"
"ENGLISH396L","1092","18"
"MTL398","1092","3"
"MTL802","1092","13"
"BIOPHYS250","1092","14"
"BIOPHYS300","1092","28"
"BIOPHYS801","1092","7"
"BIOPHYS802","1092","4"
"ETHICSOC200A","1092","6"
"ETHICSOC200B","1092","1"
"SOC1","1092","96"
"SOC114","1092","93"
"SOC220","1092","66"
"SOC170","1092","33"
"SOC381","1092","14"
"SOC181B","1092","25"
"SOC190","1092","3"
"SOC191","1092","1"
"SOC192","1092","1"
"SOC196","1092","1"
"SOC200","1092","20"
"SOC305","1092","10"
"SOC312W","1092","8"
"SOC315W","1092","21"
"SOC322","1092","17"
"SOC370A","1092","14"
"SOC372","1092","18"
"SOC390","1092","6"
"SOC391","1092","4"
"SOC802","1092","37"
"STS101Q","1092","18"
"STS195A","1092","1"
"STS199","1092","1"
"DRAMA20","1092","27"
"DRAMA29","1092","4"
"DRAMA30","1092","15"
"DRAMA34","1092","6"
"DRAMA39A","1092","4"
"DRAMA39B","1092","5"
"DRAMA39C","1092","3"
"DRAMA39D","1092","1"
"DRAMA120A","1092","23"
"DRAMA134","1092","5"
"DRAMA140","1092","1"
"DRAMA176H","1092","10"
"DRAMA189Q","1092","18"
"DRAMA190","1092","1"
"DRAMA191","1092","1"
"DRAMA200","1092","5"
"DRAMA213","1092","5"
"DRAMA290","1092","1"
"DRAMA300A","1092","5"
"DRAMA370","1092","10"
"DRAMA374","1092","3"
"DRAMA390","1092","7"
"DRAMA802","1092","6"
"DANCE23","1092","1"
"DANCE27","1092","5"
"DANCE44","1092","38"
"DANCE45","1092","8"
"DANCE46","1092","140"
"DANCE48","1092","41"
"DANCE141","1092","20"
"DANCE146","1092","145"
"DANCE149","1092","31"
"DANCE190","1092","1"
"DANCE290","1092","1"
"STATS110","1092","122"
"STATS116","1092","218"
"STATS199","1092","1"
"STATS202","1092","106"
"STATS206","1092","42"
"STATS240","1092","86"
"STATS298","1092","2"
"STATS300A","1092","35"
"STATS305","1092","65"
"STATS310A","1092","85"
"STATS315A","1092","101"
"STATS319","1092","21"
"STATS362","1092","93"
"STATS390","1092","7"
"STATS398","1092","2"
"STATS399","1092","29"
"STATS801","1092","2"
"STATS802","1092","4"
"COMPLIT41Q","1092","16"
"COMPLIT194","1092","1"
"COMPLIT395","1092","4"
"COMPLIT359A","1092","7"
"COMPLIT399","1092","1"
"COMPLIT802","1092","4"
"CSRE200X","1092","19"
"CSRE200W","1092","11"
"MLA102","1092","16"
"LAW201","1092","170"
"LAW205","1092","170"
"LAW207","1092","172"
"LAW218","1092","3"
"LAW219","1092","170"
"LAW222","1092","78"
"LAW223","1092","170"
"LAW225","1092","12"
"LAW229","1092","44"
"LAW238","1092","49"
"LAW242","1092","154"
"LAW243","1092","4"
"LAW248","1092","36"
"LAW262","1092","48"
"LAW272","1092","24"
"LAW273","1092","29"
"LAW274","1092","4"
"LAW283","1092","44"
"LAW285","1092","15"
"LAW290","1092","31"
"LAW308","1092","5"
"LAW315","1092","61"
"LAW324","1092","36"
"LAW326","1092","61"
"LAW329","1092","31"
"LAW331","1092","42"
"LAW334","1092","19"
"LAW344","1092","27"
"LAW346","1092","16"
"LAW349","1092","43"
"LAW355","1092","109"
"LAW371","1092","29"
"LAW400","1092","39"
"LAW403","1092","3"
"LAW406","1092","5"
"LAW407","1092","45"
"LAW430","1092","40"
"LAW436","1092","26"
"LAW447","1092","33"
"LAW473","1092","11"
"LAW474","1092","16"
"LAW475","1092","4"
"LAW476","1092","10"
"LAW496","1092","17"
"LAW547","1092","26"
"LAW549","1092","23"
"LAW582","1092","17"
"LAW587","1092","24"
"LAW589","1092","2"
"LAW601","1092","18"
"LAW610","1092","34"
"LAW613","1092","20"
"LAW615","1092","113"
"LAW620","1092","12"
"LAW622","1092","18"
"LAW623","1092","5"
"LAW627","1092","31"
"LAW640","1092","20"
"LAW642","1092","4"
"LAW659","1092","11"
"LAW660","1092","12"
"LAW661","1092","19"
"LAW664","1092","31"
"LAW671","1092","47"
"LAW701","1092","13"
"LAW802","1092","22"
"BIOMEDIN200","1092","6"
"BIOMEDIN201","1092","4"
"CS270","1092","37"
"BIOMEDIN299","1092","21"
"BIOMEDIN802","1092","8"
"CBIO241","1092","29"
"CBIO280","1092","35"
"CBIO299","1092","2"
"SBIO228","1092","19"
"BIOC241","1092","63"
"SBIO399","1092","4"
"SBIO801","1092","1"
"SBIO802","1092","2"
"BIOC118Q","1092","18"
"GENE215","1092","46"
"BIOC218","1092","15"
"BIOC221","1092","1"
"BIOC399","1092","31"
"BIOC802","1092","18"
"DBIO201","1092","110"
"DBIO399","1092","31"
"DBIO802","1092","13"
"GENE260","1092","22"
"GENE299","1092","3"
"GENE399","1092","24"
"GENE801","1092","14"
"GENE802","1092","8"
"COMPMED198","1092","6"
"COMPMED199","1092","3"
"MI199","1092","2"
"MI299","1092","2"
"MI399","1092","26"
"MI802","1092","23"
"CSB199","1092","1"
"CSB399","1092","28"
"CSB801","1092","5"
"CSB802","1092","11"
"MCP299","1092","1"
"MCP399","1092","9"
"MCP802","1092","3"
"NBIO299","1092","1"
"NBIO300","1092","34"
"NBIO399","1092","13"
"NBIO801","1092","6"
"NBIO802","1092","6"
"INDE210","1092","20"
"ANES199","1092","3"
"ANES300A","1092","9"
"ANES301A","1092","1"
"ANES304A","1092","1"
"ANES306A","1092","17"
"ANES307A","1092","1"
"ANES398A","1092","2"
"ANES399","1092","1"
"DERM199","1092","1"
"DERM280","1092","1"
"DERM300A","1092","16"
"DERM300W","1092","1"
"MED88Q","1092","13"
"MED93Q","1092","11"
"MED199","1092","12"
"MED228","1092","25"
"MED248","1092","85"
"MED255","1092","52"
"MED280","1092","2"
"MED282","1092","71"
"MED295","1092","16"
"MED299","1092","6"
"MED300A","1092","65"
"INDE301A","1092","27"
"INDE301W","1092","2"
"MED302W","1092","1"
"MED303A","1092","3"
"MED303B","1092","2"
"MED303C","1092","1"
"MED304A","1092","1"
"MED305A","1092","2"
"MED306A","1092","1"
"INDE310A","1092","1"
"MED314A","1092","3"
"MED321A","1092","1"
"MED322A","1092","2"
"MED325A","1092","1"
"MED330C","1092","1"
"MED334A","1092","1"
"MED338A","1092","1"
"MED343B","1092","1"
"INDE345E","1092","2"
"INDE345W","1092","1"
"MED399","1092","3"
"OBGYN300A","1092","29"
"OBGYN304A","1092","1"
"OBGYN306A","1092","1"
"OBGYN307A","1092","2"
"OBGYN399","1092","2"
"PATH213","1092","6"
"PATH280","1092","1"
"PATH300A","1092","1"
"PATH398A","1092","1"
"PATH399","1092","1"
"PEDS199","1092","70"
"PEDS281","1092","31"
"PEDS299","1092","4"
"PEDS300A","1092","49"
"PEDS303A","1092","1"
"PEDS304A","1092","1"
"PEDS305W","1092","1"
"PEDS311E","1092","1"
"PEDS314A","1092","1"
"PEDS338A","1092","2"
"PEDS340D","1092","2"
"PEDS398A","1092","1"
"PEDS398W","1092","1"
"PEDS399","1092","4"
"PSYC199","1092","34"
"PSYC220D","1092","1"
"PSYC233","1092","5"
"PSYC247","1092","9"
"PSYC299","1092","4"
"PSYC300A","1092","35"
"PSYC326W","1092","1"
"PSYC399","1092","1"
"RAD199","1092","2"
"RAD299","1092","1"
"RAD301A","1092","39"
"RAD303A","1092","4"
"RAD304A","1092","1"
"RAD398A","1092","1"
"RAD398W","1092","1"
"RAD399","1092","15"
"SURG199","1092","9"
"SURG201","1092","90"
"SURG209","1092","1"
"SURG220","1092","70"
"SURG280","1092","1"
"SURG299","1092","1"
"SURG300A","1092","56"
"OTOHNS307A","1092","4"
"SURG309A","1092","2"
"SURG309W","1092","1"
"SURG311C","1092","2"
"SURG313A","1092","7"
"SURG313C","1092","2"
"SURG313W","1092","3"
"OTOHNS336W","1092","2"
"SURG338W","1092","1"
"SURG340A","1092","1"
"SURG398A","1092","1"
"SURG399","1092","5"
"RADO299","1092","1"
"RADO300A","1092","6"
"HRP223","1092","13"
"HRP225","1092","39"
"STATS260A","1092","17"
"HRP283","1092","11"
"HRP299","1092","2"
"HRP399","1092","7"
"HRP801","1092","5"
"OPHT299","1092","2"
"OPHT300E","1092","5"
"OPHT398A","1092","1"
"OPHT399","1092","3"
"NENS199","1092","4"
"NENS299","1092","1"
"NENS399","1092","8"
"NENS801","1092","1"
"NSUR304A","1092","1"
"NSUR304W","1092","2"
"NSUR398A","1092","1"
"NSUR399","1092","2"
"ORTHO280","1092","1"
"ORTHO299","1092","2"
"ORTHO304A","1092","4"
"ORTHO306A","1092","2"
"ORTHO399","1092","1"
"CTS280","1092","2"
"IMMUNOL290","1092","3"
"IMMUNOL299","1092","1"
"IMMUNOL311","1092","25"
"IMMUNOL311A","1092","5"
"IMMUNOL801","1092","3"
"IMMUNOL802","1092","12"
"NEPR299","1092","2"
"NEPR399","1092","15"
"NEPR801","1092","3"
"NEPR802","1092","1"
"EARTHSYS10","1092","244"
"CEE207A","1092","227"
"EARTHSYS250","1092","3"
"EARTHSYS260","1092","10"
"EARTHSYS299","1092","1"
"GEOPHYS112","1092","31"
"GEOPHYS201","1092","16"
"GEOPHYS180","1092","27"
"GEOPHYS385A","1092","9"
"GEOPHYS385K","1092","3"
"GEOPHYS385L","1092","9"
"GEOPHYS385S","1092","5"
"GEOPHYS385V","1092","6"
"GEOPHYS385Z","1092","2"
"GEOPHYS210","1092","15"
"GEOPHYS262","1092","18"
"GEOPHYS399","1092","1"
"GEOPHYS400","1092","34"
"GEOPHYS801","1092","1"
"GEOPHYS802","1092","4"
"GES1","1092","85"
"GES150","1092","10"
"GES7A","1092","22"
"GES102","1092","20"
"GES215A","1092","15"
"GES171","1092","17"
"GES192","1092","1"
"EARTHSYS144","1092","45"
"GES199","1092","1"
"GES200","1092","1"
"EESS240","1092","14"
"GES210","1092","18"
"CEE260A","1092","29"
"GES238","1092","6"
"ENERGY246","1092","25"
"GES252","1092","11"
"CEE273","1092","45"
"EESS342","1092","9"
"GES801","1092","7"
"GES802","1092","14"
"ENGR120","1092","31"
"ENERGY130","1092","17"
"ENERGY193","1092","3"
"ENERGY224","1092","14"
"ENERGY251","1092","29"
"ENERGY284","1092","21"
"ENERGY285B","1092","1"
"ENERGY285C","1092","1"
"ENERGY285F","1092","1"
"ENERGY285G","1092","1"
"ENERGY361","1092","14"
"ENERGY362","1092","1"
"ENERGY363","1092","33"
"ENERGY365","1092","1"
"ENERGY802","1092","9"
"FEMST104B","1092","3"
"FEMST105","1092","3"
"URBANST110","1092","136"
"URBANST197","1092","1"
"URBANST198","1092","11"
"SLE91","1092","197"
"CHEMENG340","1092","49"
"OSPKYOCT103A","1092","1"
"OSPSANTG40","1092","3"
"SYMBSYS206","1092","13"
"IPS202","1092","18"
"BIOMEDIN212","1092","16"
"SLE199","1092","3"
"MS&E181","1092","41"
"MS&E208B","1092","2"
"MS&E208C","1092","1"
"MS&E248","1092","73"
"BIO10SC","1092","12"
"CS10SC","1092","8"
"POLISCI10SC","1092","12"
"MATH51A","1092","41"
"CHINLIT205","1092","9"
"OSPFLOR56","1092","2"
"CHINLANG18","1092","3"
"FRENLANG60A","1092","9"
"SPANLANG1G","1092","6"
"OSPOXFRD195M","1092","1"
"APPPHYS270","1092","8"
"PHYSICS45N","1092","10"
"AMELANG153A","1092","7"
"AMELANG154A","1092","2"
"AMELANG161","1092","14"
"ME471","1092","13"
"APPPHYS315","1092","6"
"SPECLANG151A","1092","12"
"URBANST131","1092","110"
"AMELANG134A","1092","2"
"MLA101A","1092","18"
"EDUC424","1092","13"
"SOC314","1092","10"
"PHIL150X","1092","11"
"GEOPHYS385B","1092","3"
"NATIVEAM200W","1092","29"
"DRAMA201B","1092","2"
"DRAMA201D","1092","1"
"DRAMA202","1092","1"
"DRAMA110","1092","2"
"ANTHRO401A","1092","2"
"ANTHRO401B","1092","1"
"CTL115","1092","17"
"ARTHIST126","1092","10"
"INTNLREL141A","1092","67"
"ATHLETIC92C","1092","5"
"ATHLETIC15V","1092","6"
"ATHLETIC26V","1092","30"
"ATHLETIC105V","1092","6"
"ATHLETIC118V","1092","7"
"ATHLETIC29V","1092","8"
"ATHLETIC137V","1092","7"
"ATHLETIC149V","1092","2"
"ATHLETIC35V","1092","3"
"ATHLETIC154V","1092","3"
"ATHLETIC158C","1092","10"
"ATHLETIC167V","1092","3"
"ATHLETIC42V","1092","2"
"ATHLETIC172V","1092","3"
"ATHLETIC60V","1092","11"
"ME393","1092","21"
"STATS141","1092","195"
"ARTSTUDI177","1092","10"
"SYMBSYS291","1092","4"
"MTL399","1092","1"
"ATHLETIC63","1092","72"
"SURG310A","1092","1"
"FEMST103","1092","18"
"SYMBSYS290","1092","3"
"PORTLANG297","1092","1"
"SOC32N","1092","19"
"SOC45Q","1092","17"
"CEE223A","1092","30"
"MATH380","1092","1"
"EDUC193P","1092","23"
"ANTHRO22","1092","39"
"ENGLISH139A","1092","12"
"BIO243","1092","55"
"IHUM101","1092","2"
"SPECLANG123A","1092","2"
"ARTSTUDI179","1092","14"
"GSBGEN519","1092","57"
"ENGLISH42B","1092","100"
"FRENLANG121","1092","5"
"DBIO199","1092","2"
"CTS199","1092","1"
"ORTHO199","1092","3"
"OBGYN199","1092","1"
"NSUR199","1092","3"
"PATH199","1092","2"
"RADO199","1092","3"
"ATHLETIC165","1092","24"
"EESS245","1092","1"
"DRAMA321","1092","4"
"ENGLISH77N","1092","7"
"EFSLANG694","1092","13"
"POLISCI140L","1092","144"
"OSPFLOR31F","1092","13"
"SPANLANG199","1092","3"
"ENGLISH70N","1092","11"
"PHIL173A","1092","6"
"STRAMGT565","1092","38"
"HISTORY332F","1092","10"
"HUMBIO175","1092","31"
"GES130","1092","25"
"GES101","1092","1"
"STRAMGT365","1092","46"
"SLAVLANG199","1092","2"
"EDUC245","1092","38"
"PSYCH7Q","1092","15"
"NENS301A","1092","37"
"CEE264A","1092","37"
"INTNLREL140A","1092","40"
"CEE266A","1092","39"
"CEE199H","1092","1"
"CTL177","1092","20"
"BIO101","1092","70"
"BIO312","1092","13"
"ME18Q","1092","19"
"POLISCI120B","1092","68"
"MATH136","1092","92"
"MATH269A","1092","4"
"STATS47N","1092","22"
"COMPMED207","1092","9"
"ECON202N","1092","51"
"URBANST133","1092","23"
"PSYC333A","1092","1"
"ME281","1092","99"
"ME395","1092","8"
"HUMBIO17SC","1092","14"
"CHEMENG60Q","1092","17"
"CME100","1092","149"
"SPANLANG60A","1092","9"
"SPANLANG60M","1092","4"
"SPANLANG60P","1092","4"
"SPANLANG60T","1092","2"
"DANCE59","1092","36"
"AMELANG156A","1092","5"
"IPER220","1092","2"
"IPER310","1092","19"
"IPER398","1092","6"
"IPER399","1092","16"
"IPER480","1092","1"
"MED338W","1092","1"
"CEE31Q","1092","20"
"CSRE109A","1092","18"
"EDUC291","1092","16"
"ANTHRO362A","1092","6"
"GES111A","1092","9"
"OSPFLOR21F","1092","18"
"EDUC101","1092","9"
"HRP236","1092","14"
"LAW703","1092","14"
"LAW704","1092","12"
"MED241","1092","5"
"MKTG561","1092","34"
"ACCT609","1092","10"
"EDUC391X","1092","28"
"OSPPARIS41","1092","5"
"OSPPARIS42","1092","6"
"OSPPARIS43","1092","4"
"OSPPARIS44","1092","1"
"CHINLANG31G","1092","9"
"EDUC218","1092","40"
"CEE371","1092","1"
"POLISCI319","1092","5"
"AMELANG185A","1092","2"
"ANTHRO445","1092","18"
"CEE299S","1092","12"
"OSPMOSC47","1092","1"
"EE108A","1092","48"
"GES399","1092","1"
"GES400","1092","47"
"AMSTUD183","1092","44"
"ANES306P","1092","6"
"MS&E285","1092","129"
"PSYCH152","1092","52"
"EE108B","1092","65"
"ARTHIST660E","1092","1"
"ENGR250","1092","5"
"ANTHRO397A","1092","9"
"ANTHRO397B","1092","1"
"SIW101","1092","5"
"SIW103","1092","13"
"SIW104","1092","11"
"SIW105","1092","3"
"SIW106","1092","6"
"SIW107","1092","6"
"ANTHRO363","1092","3"
"MATH215A","1092","29"
"CS276","1092","94"
"ENGR31","1092","37"
"MUSIC156","1092","21"
"PWR1","1092","515"
"PWR2","1092","447"
"OSPFLOR78","1092","13"
"EE101B","1092","7"
"EE102B","1092","13"
"ME201","1092","43"
"ME370A","1092","60"
"PSYCH137","1092","62"
"MUSIC181","1092","7"
"STRAMGT373","1092","27"
"ANTHRO92","1092","5"
"OSPSANTG58","1092","19"
"ATHLETIC94C","1092","24"
"ATHLETIC141C","1092","17"
"HRP259","1092","24"
"EDUC103A","1092","46"
"BIOC205","1092","93"
"SURG203A","1092","92"
"BIO344","1092","1"
"HUMBIO99Q","1092","22"
"BIOC257","1092","9"
"INDE207A","1092","6"
"POLISCI218","1092","31"
"POLISCI248","1092","17"
"HUMBIO82B","1092","2"
"BIOC230","1092","14"
"STATS299","1092","6"
"GENE202","1092","86"
"ME191H","1092","1"
"ENGR342","1092","8"
"ME451C","1092","19"
"HUMBIO126","1092","58"
"OSPAUSTL50","1092","48"
"OSPOXFRD35","1092","21"
"OSPAUSTL10","1092","48"
"OSPAUSTL20","1092","48"
"OSPAUSTL30","1092","48"
"OSPAUSTL40","1092","49"
"DRAMA11SC","1092","12"
"MATSCI380","1092","71"
"ARTHIST502","1092","14"
"ARTSTUDI80","1092","21"
"DLCL309","1092","2"
"DLCL310","1092","3"
"ATHLETIC112","1092","18"
"IMMUNOL305","1092","34"
"PEDS111Q","1092","14"
"INDE201","1092","86"
"INDE262A","1092","27"
"MI250","1092","11"
"INDE245","1092","18"
"GSBGEN550","1092","16"
"OBGYN230","1092","2"
"HRP207","1092","17"
"MKTG661","1092","7"
"SLAVLANG299","1092","3"
"INDE207B","1092","22"
"AMELANG181A","1092","1"
"EASTASN5","1092","2"
"SLAVLANG5","1092","6"
"SPECLANG145A","1092","2"
"FRENLANG60E","1092","27"
"SLAVLANG60A","1092","2"
"EDUC336X","1092","30"
"IPER802","1092","11"
"OSPOXFRD98","1092","14"
"SIW110","1092","14"
"MKTG695","1092","2"
"MED227","1092","30"
"FRENLANG395","1092","12"
"GERLANG395","1092","6"
"JAPANLNG395","1092","16"
"PORTLANG395","1092","14"
"SLAVLANG395","1092","2"
"SPANLANG395","1092","5"
"SPECLANG395","1092","6"
"AMELANG395","1092","13"
"CHINLANG395","1092","10"
"INDE222","1092","90"
"CHINLANG394","1092","9"
"FRENLANG394","1092","11"
"JAPANLNG394","1092","7"
"KORLANG395","1092","2"
"SPANLANG394","1092","10"
"CHINLANG20A","1092","1"
"CS364A","1092","54"
"ENGLISH153H","1092","7"
"ME339","1092","8"
"PWR192","1092","15"
"URBANST123","1092","11"
"BIOMEDIN390A","1092","1"
"SOC123","1092","177"
"SOC327","1092","8"
"COMM167","1092","8"
"CHEMENG513","1092","4"
"STRAMGT351","1092","86"
"POLISCI422","1092","1"
"BIOE500","1092","15"
"BIOE391","1092","6"
"BIOE392","1092","28"
"ATHLETIC83","1092","30"
"OSPBEIJ21C","1092","9"
"OSPBEIJ101C","1092","12"
"OSPBEIJ211C","1092","4"
"PSYCH282","1092","13"
"CHEMENG190H","1092","5"
"POLISCI299Q","1092","1"
"CHEM31A","1092","479"
"BIOE222A","1092","8"
"BIOE802","1092","14"
"BIOE300A","1092","36"
"BIOE390","1092","28"
"JAPANLIT381","1092","5"
"PATH240","1092","2"
"AA284B","1092","8"
"CME500","1092","13"
"CME340","1092","33"
"CME291","1092","3"
"CME400","1092","40"
"GES121","1092","14"
"CTL120","1092","26"
"EDUC288","1092","56"
"IHUM63","1092","517"
"IHUM64","1092","518"
"HISTORY254","1092","23"
"BIOC801","1092","3"
"CBIO801","1092","23"
"MCP801","1092","4"
"POLISCI216E","1092","2"
"HISTORY217A","1092","15"
"MS&E242","1092","202"
"EESS300","1092","58"
"INDE216","1092","92"
"DANCE58","1092","88"
"CS294W","1092","2"
"CS202","1092","65"
"OSPPARIS25","1092","15"
"INDE309A","1092","2"
"ME333","1092","34"
"GEOPHYS25","1092","8"
"POLISCI440D","1092","2"
"ANTHRO8N","1092","16"
"EE392T","1092","20"
"CTL56","1092","141"
"EE14N","1092","17"
"ARTHIST99A","1092","12"
"ARTHIST296","1092","12"
"STRAMGT513","1092","15"
"INDE204","1092","89"
"PSYC111Q","1092","7"
"INDE214","1092","5"
"MED257A","1092","10"
"ORTHO310W","1092","1"
"OSPSANTG12S","1092","17"
"OSPSANTG13S","1092","11"
"SPEC201","1092","24"
"SPEC801","1092","15"
"POLISCI243R","1092","14"
